modelid,rating_score,review_score,price_score,name,type,address1,address2,rating,themenum,latitude,longitude
1,0.965508014008256,0.6562213146437985,0.6914157226263338,감귤나무숲,"관광농원,팜스테이",제주 제주시 도련남3길 81,도련일동 1431,4.73,21,33.5004225898246,126.587394573924
2,0.8857223153872615,0.6635252662701717,0.714460429999134,새별프렌즈,동물원,제주 제주시 애월읍 평화로 1529,봉성리 4554,4.16,21,33.3630645795358,126.363952880522
3,0.0,0.7977994746327157,0.0,쇠소깍,"강,하천",제주 서귀포시 쇠소깍로 104,하효동 990-1,0.0,21,33.2540927304372,126.622297201204
4,0.9454847474201032,0.79157704121564,0.5132505869812035,용머리해안,"해수욕장,해변",없음,제주 서귀포시 안덕면 사계리 112-3,4.58,21,33.2334821266939,126.314630553022
5,0.9048418219112596,0.8948799882159052,0.6947185167049322,헬로키티아일랜드,테마파크,제주 서귀포시 안덕면 한창로 340,상창리 1963-2,4.29,21,33.2900918522971,126.352091777668
6,0.9345358308985776,0.9894276697362946,0.791666080691,아쿠아플라넷 제주,아쿠아리움,제주 서귀포시 성산읍 섭지코지로 95 아쿠아플라넷 제주,고성리 127-3,4.5,21,33.4325290457068,126.927210594909
7,0.0,0.7822836079467291,0.0,금오름,오름,없음,제주 제주시 한림읍 금악리 산1-1,0.0,21,33.3556958434344,126.305586388283
8,0.0,0.5103237021828998,0.0,금악오름,오름,없음,제주 제주시 한림읍 금악리 산1-1,0.0,21,33.3556958434344,126.305586388283
9,0.9106083128102075,1.0,0.657832942012531,카멜리아힐,"식물원,수목원",제주 서귀포시 안덕면 병악로 166,상창리 271,4.33,21,33.2897834216618,126.369804744145
10,0.9134716125066987,0.8675933186296756,0.0,함덕해수욕장,"해수욕장,해변",제주 제주시 조천읍 조함해안로 525,함덕리 산14-1,4.35,21,33.5434400380203,126.670043830018
11,0.9289881606993602,0.9428676869577121,0.6914157226263338,에코랜드 테마파크,테마파크,제주 제주시 조천읍 번영로 1278-169,대흘리 1221-1,4.46,21,33.4617082765982,126.67038434988
12,0.9148983294012186,0.8256137576144065,0.0,새별오름,오름,없음,제주 제주시 애월읍 봉성리 산59-8,4.36,21,33.3674086988003,126.355252824574
13,0.9707403391146481,0.8898787537673035,0.7093342160036934,스누피가든,"관람,체험",제주 제주시 구좌읍 금백조로 930,송당리 2303-3,4.77,21,33.4435164926461,126.778570884895
14,0.0,0.7618495592218731,0.0,광치기해변,"해수욕장,해변",없음,제주 서귀포시 성산읍 고성리 224-33,0.0,21,33.4523163676613,126.923894848289
15,0.0,0.3106121815562228,0.0,판포포구,항구,없음,제주 제주시 한경면 판포리 2877-3,0.0,21,33.3654101549332,126.199622693529
16,0.9386643174138601,0.8534036361096784,0.5132505869812035,정방폭포,폭포,제주 서귀포시 칠십리로214번길 37,동홍동 278,4.53,21,33.2447325480342,126.573159008869
17,0.9289881606993602,0.8675871412459624,0.7977210646872573,9.81 파크 제주,테마파크,제주 제주시 애월읍 천덕로 880-24,어음리 산131,4.46,21,33.3900369448134,126.366509023697
18,0.933153550162599,0.85018178588965,0.4867494130187964,절물자연휴양림,"휴양림,산림욕장",제주 제주시 명림로 584,봉개동 산78-1,4.49,21,33.428871109702,126.628940941105
19,0.9134716125066987,0.8135888525506354,0.5647518609723661,만장굴,문화재,제주 제주시 구좌읍 만장굴길 182,월정리 산41-5,4.35,21,33.52758869059,126.771658734935
20,0.9120416120260972,0.8529109040423114,0.7358353899661005,협재해수욕장,"해수욕장,해변",없음,제주 제주시 한림읍 협재리 2497-1,4.34,21,33.3924817181616,126.23898591797
21,0.0,0.43600575181301665,0.6914157226263338,현애원,"식물원,수목원",제주 서귀포시 성산읍 산성효자로114번길 131-1 현애원,오조리 1052-4,0.0,21,33.4559335581619,126.908452346845
22,0.0,0.0,0.7093342160036934,에코로망,"관람,체험",제주 제주시 구좌읍 덕천서길 104-86 (행원리 3544),행원리 3544,0.0,21,33.5157778954447,126.760607812606
23,0.9148983294012186,0.8286094619960939,0.7093342160036934,제주민속촌,"관람,체험",제주 서귀포시 표선면 민속해안로 631-34,표선리 40-1,4.36,21,33.3221153950566,126.841893223857
24,0.0,0.792261533267764,0.6914157226263338,테디베어뮤지엄,테마파크,제주 서귀포시 중문관광로110번길 31,색달동 2889,0.0,21,33.24998058856,126.412150380782
25,0.9261956394389147,0.8495731828859024,0.5132505869812035,대포주상절리,기념물,제주 서귀포시 이어도로 36-24,중문동 2757-10,4.44,21,33.2386995873351,126.426443828098
26,0.9303797288836323,0.6934700761995487,0.5327444177992336,대포해안주상절리대,기념물,제주 서귀포시 이어도로 36-24,중문동 2757-10,4.47,21,33.2386995873351,126.426443828098
27,0.0,0.6504134805659078,0.0,원앙폭포,폭포,제주 서귀포시 돈내코로 137,상효동 1463,0.0,21,33.300359235556,126.582143515993
28,0.9400344060275793,0.7187261244451243,0.6978807229788869,제주맥주,"관람,체험",제주 제주시 한림읍 금능농공길 62-11,금능리 407-14,4.54,21,33.358540966058,126.241239421484
29,0.9386643174138601,0.8999048061673064,0.7038279467929681,빛의 벙커,"관람,체험",제주 서귀포시 성산읍 서성일로1168번길 89-17 A동,고성리 2040-1,4.53,21,33.4398123224203,126.898968368261
30,0.9289881606993602,0.8811146958098759,0.6914157226263338,한림공원,"식물원,수목원",제주 제주시 한림읍 한림로 300,협재리 2487,4.46,21,33.3883107730066,126.23942465042
31,0.9233905108162772,0.8794775289611289,0.6765057630119203,제주항공우주박물관,박물관,제주 서귀포시 안덕면 녹차분재로 218 제주항공우주박물관,서광리 산39,4.42,21,33.3029878967208,126.298894958599
32,0.9303797288836323,0.8084398622157428,0.5355485480423817,천제연폭포,폭포,제주 서귀포시 천제연로 132 천제연폭포관리소,중문동 2232,4.47,21,33.2523664213192,126.418335726991
33,0.9303797288836323,0.8118667619794899,0.7093342160036934,화조원,동물원,제주 제주시 애월읍 애원로 804,납읍리 58,4.47,21,33.4111340552808,126.371563626374
34,0.0,0.7819498644141532,0.7581333510272786,신화테마파크,테마파크,제주 서귀포시 안덕면 신화역사로304번길 98 신화테마파크,서광리 산35-16,0.0,21,33.3058830576957,126.312239462722
35,0.891668149608153,0.9132410310521742,0.6722588567059704,휴애리자연생활공원,자연공원,제주 서귀포시 남원읍 신례동로 256,신례리 2081,4.2,21,33.3088651460315,126.633720245851
36,0.0,0.767514312086217,0.6914157226263338,마노르블랑,"식물원,수목원",제주 서귀포시 안덕면 일주서로2100번길 46 1층,덕수리 2952,0.0,21,33.2541558890304,126.294443351878
37,0.916321777754744,0.6992521395225445,0.6677544089546911,수목원길 야시장,지역명소,제주 제주시 은수길 69,연동 1321,4.37,21,33.4702169713455,126.488701501876
38,0.9454847474201032,0.8928097753085927,0.5433769010053995,비자림,"휴양림,산림욕장",제주 제주시 구좌읍 비자숲길 55,평대리 3161-1,4.58,21,33.4913052124988,126.811119537954
39,0.0,0.6965097274204437,0.0,이중섭거리,"거리,골목",제주 서귀포시 이중섭로 29 이중섭생가,서귀동 512-1,0.0,21,33.2455480302991,126.5644086113
40,0.8842269237278684,0.9121417149550095,0.6463794489877244,산방산 탄산온천,"온천,스파",제주 서귀포시 안덕면 사계북로41번길 192,사계리 981,4.15,21,33.2485161478436,126.299376479347
41,0.0,0.5924312422653867,0.0,닭머르,전망대,없음,제주 제주시 조천읍 신촌리 3403,0.0,21,33.5361171389549,126.612241109887
42,0.0,0.7339055185824027,0.0,도두동무지개해안도로,"거리,골목",없음,제주 제주시 도두일동 1734,0.0,21,33.5093830348977,126.472491125386
43,0.9359150433063156,0.8279894983560074,0.6534610556391202,제주김녕미로공원,"식물원,수목원",제주 제주시 구좌읍 만장굴길 122,김녕리 산16,4.51,21,33.5365829245539,126.772389689633
44,0.9033917980686557,0.7262220513985688,0.7093342160036934,외돌개,"관람,체험",없음,제주 서귀포시 서홍동 791,4.28,21,33.240076867127,126.545663944153
45,0.9247946581586372,0.8714094695092225,0.5813315679926131,성산일출봉,"봉우리,고지",없음,제주 서귀포시 성산읍 성산리 1,4.43,21,33.458409737774,126.942496776521
46,0.8975576243628567,0.7033298833624326,0.6328328419837757,산양큰엉곶,"관람,체험",없음,제주 제주시 한경면 청수리 956-6,4.24,21,33.2909229237169,126.250635997382
47,0.9289881606993602,0.7392424797665784,0.7093342160036934,도치돌알파카목장,체험여행,제주 제주시 애월읍 도치돌길 303 도치돌알파카목장,납읍리 98-1,4.46,21,33.409943975845,126.366604710294
48,0.9120416120260972,0.8656578343952099,0.7707569569370162,제주레일바이크,레일바이크,제주 제주시 구좌읍 용눈이오름로 641,종달리 4639,4.34,21,33.4646225230584,126.836951495623
49,0.9359150433063156,0.706501356503133,0.4867494130187964,서귀포자연휴양림,"휴양림,산림욕장",제주 서귀포시 1100로 882,대포동 산1-8,4.51,21,33.3107804230256,126.459776529173
50,0.9468398950337578,0.7405352212299781,0.5647518609723661,서귀포 치유의 숲,"휴양림,산림욕장",제주 서귀포시 산록남로 2271,호근동 산4,4.59,21,33.2920546300057,126.529511810716
51,0.0,0.7110419055794394,0.0,큰엉해안경승지,자연명소,제주 서귀포시 남원읍 태위로 522-17 큰엉전망대,남원리 2379-3,0.0,21,33.2731999122405,126.703348290267
52,0.9345358308985776,0.8900813130799662,0.6978807229788869,세계자동차&피아노 박물관,박물관,제주 서귀포시 안덕면 중산간서로 1610 세계자동차 제주박물관,상창리 2065-4,4.5,21,33.2832142701782,126.349917297658
53,0.0,0.719141557230785,0.6914157226263338,테디베어하우스 테지움,테마파크,제주 제주시 애월읍 평화로 2159 테디베어하우스 테지움,소길리 155-106,0.0,21,33.4122505032465,126.393630481463
54,0.954909293316522,0.6645221579145879,0.5132505869812035,거문오름,오름,제주 제주시 조천읍 선교로 569-36,선흘리 478,4.65,21,33.4569970161991,126.714306169739
55,0.0,0.7399291731269914,0.0,신창풍차해안도로,드라이브,없음,제주 제주시 한경면 신창리 1481-23,0.0,21,33.3425055539438,126.171933144377
56,0.9345358308985776,0.8008089170401758,0.0,월정리해수욕장,"해수욕장,해변",없음,제주 제주시 구좌읍 월정리 33-3,4.5,21,33.555112541169,126.798640676717
57,0.9033917980686557,0.7423046993996878,0.7524150969863477,제주라프,짚라인,제주 제주시 조천읍 선교로 115-1,선흘리 600-6,4.28,21,33.4868012341023,126.706923639936
58,0.9289881606993602,0.6821148932874791,0.4867494130187964,붉은오름자연휴양림,"휴양림,산림욕장",제주 서귀포시 표선면 남조로 1487-73,가시리 산158,4.46,21,33.3960408950916,126.669144945634
59,0.9508876939397379,0.5551717803655025,0.49667087996095655,붉은오름,오름,제주 서귀포시 표선면 남조로 1487-73,가시리 산158,4.62,21,33.3960408950916,126.669144945634
60,0.9454847474201032,0.8389458140651405,0.7429169966174963,더마파크,테마파크,제주 제주시 한림읍 월림7길 155 더마파크,월림리 산8,4.58,21,33.3555387479128,126.241504837278
61,0.9048418219112596,0.7146980786518172,0.0,항파두리항몽유적지,"유적지,사적지",제주 제주시 애월읍 항파두리로 50,상귀리 1012,4.29,21,33.4525589155955,126.40788826742
62,0.8503834881155814,0.8002774148329301,0.7093342160036934,수목원테마파크,테마파크,제주 제주시 은수길 69,연동 1320,3.93,21,33.4705945023669,126.48835998234
63,0.0,0.7325961735339072,0.7960880180144924,신화워터파크,워터파크,제주 서귀포시 안덕면 신화역사로304번길 38,서광리 산24,0.0,21,33.3068460968274,126.317477950826
64,0.9048418219112596,0.7712463434685053,0.0,용두암,자연명소,제주 제주시 용두암길 15,용담2동 483,4.29,21,33.5150360559568,126.511966909981
65,0.9219831830695197,0.8350652257835027,0.6914157226263338,제주허브동산,"식물원,수목원",제주 서귀포시 표선면 돈오름로 170,표선리 2608,4.41,21,33.3304357794786,126.815405392513
66,0.0,0.6930030600244023,0.5948781749965619,안돌오름,오름,없음,제주 제주시 구좌읍 송당리 산66-2,0.0,21,33.4572428137559,126.756109372935
67,0.0,0.69885402118184,0.0,백약이오름,오름,없음,제주 서귀포시 표선면 성읍리 산1,0.0,21,33.4373141994582,126.791777452404
68,0.8112313298733079,0.6757507858877676,0.0,용연구름다리,지역명소,없음,제주 제주시 용담이동 2581,3.69,21,33.5114988627104,126.513070057049
69,0.0,0.5891369109022262,0.0,소천지,자연명소,없음,제주 서귀포시 보목동 1400,0.0,21,33.2395692141906,126.592088117835
70,0.8376049413803596,0.791848605688994,0.6978807229788869,제주러브랜드,박물관,제주 제주시 1100로 2894-72 제주러브랜드,연동 680-26,3.85,21,33.4517297291068,126.490317619485
71,0.9134716125066987,0.7885791506280909,0.6328328419837757,동백포레스트,"식물원,수목원",제주 서귀포시 남원읍 생기악로 53-38,신례리 1767,4.35,21,33.3003449035082,126.636216133758
72,0.9289881606993602,0.795457667067727,0.4752959199939899,한라산,"산,고개",없음,제주 서귀포시 토평동 산15-1,4.46,21,33.3469026219773,126.535454418798
73,0.0,0.6924908226517528,0.0,백록담,"호수,연못,저수지",없음,제주 서귀포시 토평동 산15-1,0.0,21,33.3469026219773,126.535454418798
74,0.9233905108162772,0.6997275799915974,0.611457882016809,숨도,박물관,제주 서귀포시 일주동로 8941,호근동 569-2,4.42,21,33.2505965755203,126.536388288233
75,0.7783853970487746,0.705394666421361,0.0,1100고지습지,자연명소,제주 서귀포시 1100로 1555,색달동 산1-3,3.5,21,33.3456906239477,126.442658471404
76,0.9275934689026265,0.7721557783134515,0.6765057630119203,메이즈랜드,테마공원,제주 제주시 구좌읍 비자림로 2134-47 메이즈랜드,평대리 3322,4.45,21,33.4884792717433,126.800840964507
77,0.944126637732806,0.7168817452381729,0.611457882016809,제주돌문화공원,자연공원,제주 제주시 조천읍 남조로 2023 교래자연휴양림,교래리 산95,4.57,21,33.4373398717345,126.666848171664
78,0.0,0.7029112098815847,0.0,한담해안산책로,도보코스,없음,제주 제주시 애월읍 곽지리 1359,0.0,21,33.4590846763959,126.310575628004
79,0.0,0.5946047599844378,0.0,사라오름,오름,없음,제주 서귀포시 남원읍 신례리 산2-1,0.0,21,33.3641266493346,126.605070169993
80,0.0,0.5275074224163079,0.0,이승악,오름,없음,제주 서귀포시 남원읍 신례리 산2-1,0.0,21,33.3641266493346,126.605070169993
81,0.0,0.6838740744219375,0.0,아부오름,오름,없음,제주 제주시 구좌읍 송당리 산164-1,0.0,21,33.4476795924933,126.777366485068
82,0.0,0.6701737360255503,0.0,군산오름,오름,없음,제주 서귀포시 안덕면 창천리 564,0.0,21,33.2551603411182,126.368302507697
83,0.8488004683177282,0.7804568732535514,0.6914157226263338,건강과 성 박물관,박물관,제주 서귀포시 안덕면 일주서로 1611 건강과 성 박물관,감산리 1736,3.92,21,33.2547261117599,126.345564904297
84,0.9275934689026265,0.7590220622597373,0.0,한라수목원,"식물원,수목원",제주 제주시 수목원길 72,연동 1000,4.45,21,33.4694480933797,126.491134031089
85,0.0,0.5191777056723883,0.0,코난해변,"해수욕장,해변",없음,제주 제주시 구좌읍 행원리 575-6,0.0,21,33.5574597964789,126.811200096587
86,0.9345358308985776,0.7708511975855853,0.49667087996095655,제주곶자왈도립공원,도립공원,제주 서귀포시 대정읍 에듀시티로 178,보성리 산1,4.5,21,33.2885398151707,126.274418448478
87,0.9261956394389147,0.657742623233041,0.7192556829458536,액트몬 제주점,테마파크,제주 서귀포시 중문관광로 205 코시롱빌딩 B1층,중문동 2565,4.44,21,33.237555424019,126.429305365842
88,0.9522311213486432,0.7625625658206523,0.7524150969863477,액티브파크 제주,테마파크,제주 제주시 한림읍 금능남로 76 액티브파크 제주,금능리 2225,4.63,21,33.380566597171,126.236052756953
89,0.9937553752301627,0.712700360124292,0.714460429999134,달달미깡감귤밭,"관광농원,팜스테이",제주 서귀포시 남원읍 하례로 504 달달미깡감귤밭,하례리 1158,4.95,21,33.2914416835926,126.616564436927
90,0.9720415645840714,0.7574701711504452,0.714460429999134,하례감귤체험농장,"관광농원,팜스테이",제주 서귀포시 남원읍 하례로 504 하례감귤체험농장,하례리 1158,4.78,21,33.2914416835926,126.616564436927
91,0.0,0.6037297029338379,0.6517529198921658,별방진,성곽명,없음,제주 제주시 구좌읍 하도리 3354,0.0,21,33.526852944275,126.882704852203
92,0.9427655529945288,0.6713710769154454,0.5132505869812035,제주교래자연휴양림,"휴양림,산림욕장",제주 제주시 조천읍 남조로 2023 교래자연휴양림,교래리 산119,4.56,21,33.441514118086,126.653420253258
93,0.0,0.6557084722154963,0.6517529198921658,제주월령리선인장군락,기념물,없음,제주 제주시 한림읍 월령리 359-4,0.0,21,33.3778781706577,126.215431427208
94,0.0,0.759411017137389,0.7763461047202908,토토아뜰리에,"관람,체험",제주 제주시 애월읍 고성북길 112 토토아뜰리에,상귀리 152,0.0,21,33.4699951856052,126.413415042899
95,0.9004815588626321,0.807135612465104,0.6722588567059704,여미지식물원,"식물원,수목원",제주 서귀포시 중문관광로 93,색달동 2484-1,4.26,21,33.2531763660121,126.41499503618
96,0.8751781967932138,0.6125374240213158,0.6947185167049322,고스트타운,"관람,체험",제주 제주시 애월읍 부룡수길 35-14,신엄리 2880-12,4.09,21,33.4762043051081,126.35693580979
97,0.9033917980686557,0.683685533778406,0.6978807229788869,포레스트 공룡사파리,테마파크,제주 제주시 조천읍 선교로 474-1,선흘리 1817,4.28,21,33.4628421774213,126.709709354083
98,0.9148983294012186,0.7825212444989956,0.6463794489877244,제주동백수목원,"식물원,수목원",없음,제주 서귀포시 남원읍 위미리 929-2,4.36,21,33.2755344762971,126.678492871541
99,0.0,0.5865504374932591,0.0,황우지선녀탕,자연명소,없음,제주 서귀포시 서홍동 795-5,0.0,21,33.2400376821179,126.548347608509
100,0.9950093311241087,0.7006710288679902,0.8039163709775101,도시해녀,"관람,체험",제주 제주시 애월읍 하귀미수포길 16-1,하귀2리 1670-1,4.96,21,33.4842962274476,126.402644822919
101,0.0,0.7482040387822987,0.716896734577282,파더스가든,"관광농원,팜스테이",제주 서귀포시 안덕면 병악로 44-33,상창리 804,0.0,21,33.2800655566425,126.365727379942
102,0.9289881606993602,0.6825937315734747,0.6399144486351713,돌하르방미술관,테마공원,제주 제주시 조천읍 북촌서1길 70,북촌리 976,4.46,21,33.5388470290063,126.688662385631
103,0.0,0.5781638662847319,0.0,신비의도로,드라이브,없음,제주 제주시 노형동 291-17,0.0,21,33.4498849823316,126.487935251206
104,0.0,0.6598549304824528,0.0,성읍민속마을,체험마을,없음,제주 서귀포시 표선면 성읍리 3294,0.0,21,33.3889301360886,126.788529318461
105,0.0,0.6105470779619313,0.5647518609723661,렛츠런파크 제주,"도시,테마공원",제주 제주시 애월읍 평화로 2144 렛츠런파크 제주,유수암리 1206,0.0,21,33.40752269491,126.398648320702
106,0.9048418219112596,0.742280015993617,0.6722588567059704,일출랜드,테마파크,제주 서귀포시 성산읍 중산간동로 4150-30,삼달리 1010,4.29,21,33.3829541279546,126.842173326269
107,0.0,0.7124603878831431,0.7358353899661005,루나폴,테마파크,제주 서귀포시 안덕면 일주서로 1836 루나폴,덕수리 산27,0.0,21,33.2576846280159,126.322922766931
108,0.9106083128102075,0.7349288069468446,0.7038279467929681,생각하는 정원,"식물원,수목원",제주 제주시 한경면 녹차분재로 675 생각하는정원,저지리 1534,4.33,21,33.3256182831516,126.255422619656
109,0.8857223153872615,0.8103325593698703,0.6765057630119203,소인국 테마파크,테마파크,제주 서귀포시 안덕면 중산간서로 1878,서광리 725,4.16,21,33.2906975519851,126.322731451749
110,0.0,0.6679552964162059,0.6914157226263338,캐니언파크 제주,동물원,제주 제주시 삼무로 51 1층,연동 281-20,0.0,21,33.4902337760256,126.492384531471
111,0.916321777754744,0.7398784853470243,0.6162531349635286,제주양떼목장,"관람,체험",제주 제주시 애월읍 도치돌길 289-13,납읍리 114,4.37,21,33.4109431946295,126.365365892319
112,0.9495413555265878,0.7106575218637073,0.6677544089546911,고흐의정원,"관람,체험",제주 서귀포시 성산읍 삼달신풍로 126-5,삼달리 1185-2,4.61,21,33.3731745842612,126.844081210117
113,0.0,0.5531967599581155,0.0,제주올레길8코스,도보코스,없음,제주 서귀포시 색달동 2091-5,0.0,21,33.2577821451293,126.404704044378
114,0.0,0.4556041543158751,0.0,월평포구,항구,없음,제주 서귀포시 월평동 665-9,0.0,21,33.2343377580415,126.463411640866
115,0.0,0.4200960292740685,0.7093342160036934,이음새농장,"관람,체험",없음,제주 서귀포시 남원읍 위미리 4137-1,0.0,21,33.2757921947327,126.651438628596
116,0.0,0.6298368349412277,0.0,지미봉,"봉우리,고지",없음,제주 제주시 구좌읍 종달리 산3-1,0.0,21,33.4994630405296,126.904246019561
117,0.7455800398746544,0.7060234523502309,0.6328328419837757,초콜릿박물관,박물관,제주 서귀포시 대정읍 일주서로3000번길 144 초콜릿박물관,일과리 551-18,3.32,21,33.2572268826682,126.229794623821
118,0.0,0.5073898555605518,0.5948781749965619,산방산 랜드,자연명소,없음,제주 서귀포시 안덕면 사계리 117-2,0.0,21,33.2341156018697,126.311707416564
119,0.0,0.48103640307925416,0.0,보목포구,항구,제주 서귀포시 보목포로 46,보목동 566-3,0.0,21,33.2396469170496,126.607924124138
120,0.0,0.6294938872660018,0.0,한라생태숲,"숲,숲길",제주 제주시 516로 2596,용강동 산14-1,0.0,21,33.4325631275553,126.607793958164
121,0.0,0.47924520908267276,0.7659617039902965,논짓물,자연명소,제주 서귀포시 예래해안로 253,하예동 570,0.0,21,33.2368000192679,126.388672010536
122,0.0,0.5894049180345494,0.0,서귀포칠십리시공원,"도시,테마공원",제주 서귀포시 현청로 41-19,서홍동 2565,0.0,21,33.2664146375473,126.554766074558
123,0.0,0.5597429765627141,0.0,제주4.3평화공원,"도시,테마공원",제주 제주시 명림로 430,봉개동 237-2,0.0,21,33.4519754785334,126.618836295164
124,0.0,0.4276032949437582,0.6517529198921658,제주4.3평화기념관,"기념관,생가",제주 제주시 명림로 430,봉개동 237-2,0.0,21,33.4519754785334,126.618836295164
125,0.0,0.5334113724730647,0.0,삼다수숲길,"숲,숲길",없음,제주 제주시 조천읍 교래리 산70-1,0.0,21,33.4192526347308,126.664683293417
126,0.9033917980686557,0.785997624383649,0.6677544089546911,제주 유리의성,박물관,제주 제주시 한경면 녹차분재로 462,저지리 3135-1,4.28,21,33.314491006064,126.274549198785
127,0.0,0.40998423490050384,0.7093342160036934,샛도리물,"관람,체험",없음,제주 제주시 삼양일동 1938-3,0.0,21,33.5292740223337,126.589240214778
128,0.9481920934663796,0.7071225222635343,0.6843341159749382,서프라이즈 테마파크,테마파크,제주 제주시 조천읍 남조로 2243,와흘리 2988,4.6,21,33.4652342809965,126.659677837585
129,0.891668149608153,0.7322382730721987,0.657832942012531,최남단체험감귤농장,"관광농원,팜스테이",제주 서귀포시 남원읍 남위남성로 164,남원리 2019,4.2,21,33.290567481478,126.693714801419
130,0.909171699604742,0.7612310451606681,0.657832942012531,상효원수목원,"식물원,수목원",제주 서귀포시 산록남로 2847-37,상효동 산25,4.32,21,33.3067006404859,126.585270489249
131,0.9668202318868254,0.6294938872660018,0.0,한라산국립공원,국립공원,없음,제주 제주시 오라이동 산107-20,4.74,21,33.3894180985294,126.528204996231
132,0.8129128868795363,0.6808579190961851,0.6328328419837757,제주센트럴파크,"관람,체험",제주 제주시 조천읍 비자림로 606,교래리 산56-4,3.7,21,33.433547475595,126.6747769296
133,0.0,0.5952342151411122,0.0,저지오름,오름,없음,제주 제주시 한경면 저지리 산51,0.0,21,33.3329735875886,126.250964202473
134,0.0,0.6327834258173458,0.0,황우지해안,"해수욕장,해변",없음,제주 서귀포시 서홍동 766-1,0.0,21,33.2415695572508,126.549766357796
135,0.9823544143565336,0.6643470323207068,0.6843341159749382,편백포레스트,"관람,체험",제주 서귀포시 남원읍 서성로 544-97 편백포레스트,한남리 산18,4.86,21,33.3175488965208,126.659862729461
136,0.0,0.5303791665020696,0.7774151970151029,제주빅볼랜드,"관람,체험",없음,제주 제주시 구좌읍 송당리 산164-4,0.0,21,33.4427392980462,126.775209483449
137,0.0,0.5979529327811618,0.0,신산공원,근린공원,없음,제주 제주시 일도이동 830,0.0,21,33.5072173914709,126.533119091804
138,0.916321777754744,0.651900772296941,0.49667087996095655,노루생태관찰원,"자연,생태공원",제주 제주시 명림로 520,봉개동 산51-2,4.37,21,33.4447384151233,126.626308502394
139,0.0,0.5975869754067773,0.6517529198921658,돈내코유원지,유원지,없음,제주 서귀포시 상효동 1503,0.0,21,33.301169435395,126.584725887107
140,0.965508014008256,0.6108642694301124,0.7854555348083265,올레바당체험마을,체험마을,제주 제주시 한림읍 한림해안로 267-6,수원리 724-4,4.73,21,33.4254736944831,126.264202847802
141,0.9247946581586372,0.5472125533574894,0.5433769010053995,서귀포천문과학문화관,천문대,제주 서귀포시 1100로 506-1 천문과학문화관,하원동 산70,4.43,21,33.2874580036519,126.461145928707
142,0.0,0.6025803565804737,0.0,애월카페거리,"거리,골목",제주 제주시 애월읍 애월북서길 56-1,애월리 2546,0.0,21,33.4633167932402,126.30937522795
143,0.0,0.6681235798898337,0.6517529198921658,제주별빛누리공원,과학관,제주 제주시 선돌목동길 60 별빛누리공원,오등동 10-34,0.0,21,33.4454966042112,126.549386451621
144,0.9134716125066987,0.7807800330863395,0.6463794489877244,노리매,"도시,테마공원",제주 서귀포시 대정읍 중산간서로 2260-15,구억리 654-1,4.35,21,33.2831981430619,126.287414089389
145,0.0,0.6516993940891208,0.0,엉덩물계곡,계곡,없음,제주 서귀포시 색달동 3384-4,0.0,21,33.2482136818148,126.413411021536
146,0.887214116667068,0.5177116712951383,0.6722588567059704,트릭아이미술관,테마파크,제주 제주시 한림읍 광산로 942,금악리 산30-12,4.17,21,33.3480204268888,126.35665438028
147,0.0,0.7392935251070892,0.6765057630119203,그리스신화박물관,박물관,제주 제주시 한림읍 광산로 942,금악리 산30-12,0.0,21,33.3480204268888,126.35665438028
148,0.0,0.469211189727644,0.6677544089546911,귤의정원 바령,체험여행,제주 제주시 조천읍 선흘남3길 87,선흘리 1396,0.0,21,33.5052039051509,126.706207176232
149,0.0,0.46293452147686776,0.0,신화역사공원,자연공원,없음,제주 서귀포시 안덕면 서광리 산24-8,0.0,21,33.2989611085645,126.317333869454
150,0.0,0.5228817836339178,0.0,제주올레길17코스,도보코스,없음,제주 제주시 도두일동 산4,0.0,21,33.5076938158962,126.466929561268
151,0.9427655529945288,0.5412610448897548,0.6517529198921658,서귀포 김정희 유배지,"유적지,사적지",제주 서귀포시 추사로 44 매표소,대정읍 안성리 1661-1,4.56,21,33.2501647959745,126.278289079035
152,0.909171699604742,0.6439877104147939,0.4867494130187964,제주목 관아,문화재,제주 제주시 관덕로 25,삼도이동 1045-1,4.32,21,33.5138653725639,126.521706552349
153,0.9004815588626321,0.5880568701182014,0.6839616809465824,토이파크,박물관,제주 서귀포시 안덕면 동광로 267-7,동광리 383,4.26,21,33.3189969285297,126.345676499188
154,0.9535716503142857,0.6164905924092466,0.5132505869812035,한라산소주,"관람,체험",제주 제주시 한림읍 한림로 555,옹포리 396,4.64,21,33.407436837486,126.25608787568
155,0.0,0.6123299644327,0.0,아끈다랑쉬,오름,없음,제주 제주시 구좌읍 세화리 2593,0.0,21,33.4754143972828,126.830297859546
156,0.0,0.3672765757377462,0.0,숨골공원,근린공원,제주 서귀포시 일주동로 9146,서호동 1609,0.0,21,33.2493023093151,126.516271781428
157,0.9386643174138601,0.5437331882076512,0.6914157226263338,귤향기,"관광농원,팜스테이",제주 제주시 1100로 3118,노형동 160,4.53,21,33.4576299523717,126.474720002545
158,0.0,0.5144002341016382,0.0,제주안전체험관,"관람,체험",제주 제주시 애월읍 평화로 1885,어음리 41-4,0.0,21,33.3940241300332,126.373783685118
159,0.0,0.4922794225317591,0.0,오라동메밀밭,지역명소,없음,제주 제주시 오라이동 산76,0.0,21,33.4271589152458,126.505783566255
