price_weight,review_weight,rating_weight,model_user,user_cluster,selected_spot_cluster,select_p_id
0.5891463802982808,0.2260108879181421,0.1848427317835769,1,2,1,84
0.5327694697092237,0.0039125546022822,0.4633179756884939,2,2,0,1544
0.5970660144301642,0.213862042589066,0.1890719429807697,3,2,1,565
0.6662104730012651,0.2906125072346552,0.0431770197640796,4,2,0,952
0.5367256498098779,0.1745584914402121,0.2887158587499098,5,2,1,1541
0.5023715223099676,0.1538497483660013,0.3437787293240311,6,2,0,1650
0.7603151994441163,0.0860348666375875,0.153649933918296,7,2,1,1150
0.5577901107082686,0.1801054626944178,0.2621044265973136,8,2,1,239
0.5506342379680489,0.1945350883759924,0.2548306736559586,9,2,0,1359
0.7024753939649255,0.0995924079479637,0.1979321980871106,10,2,1,1496
0.5637340752357659,0.1618214910581507,0.2744444337060833,11,2,0,1580
0.5203918130662174,0.1493829184493063,0.3302252684844762,12,2,0,1325
0.6161220090323654,0.3438363631617855,0.0400416278058489,13,2,1,228
0.567162769151467,0.1577958555532888,0.2750413752952442,14,2,0,1319
0.8287349993170148,0.1138151051579722,0.057449895525013,15,2,0,497
0.5267570228427588,0.3404294707927124,0.1328135063645287,16,2,0,487
0.6014238629410353,0.301538896048561,0.0970372410104036,17,2,1,25
0.6486291010129291,0.0033546128287348,0.348016286158336,18,2,0,1646
0.6419489269441759,0.0836983648728654,0.2743527081829585,19,2,1,1244
0.6364680672213168,0.1355010366478116,0.2280308961308715,20,2,1,32
0.7689289552421407,0.2104380744523371,0.0206329703055222,21,2,0,877
0.6768247342308807,0.1396018805630395,0.1835733852060797,22,2,0,603
0.7028095407573667,0.0545043828399437,0.2426860764026896,23,2,0,978
0.5453244846751508,0.0287248700891501,0.425950645235699,24,2,0,1035
0.520980212860787,0.1776039420254232,0.3014158451137897,25,2,0,974
0.7190474668147742,0.2751565838083876,0.0057959493768383,26,2,1,1131
0.6298260868660186,0.2912504001978582,0.0789235129361231,27,2,1,1541
0.5786279463682232,0.4180597544251746,0.0033122992066022,28,2,1,1083
0.8745435184667159,0.0531134280803269,0.0723430534529572,29,2,0,411
0.7823775092256354,0.0691571636915086,0.1484653270828559,30,2,1,1315
0.5780614009352106,0.1666848883651412,0.2552537106996483,31,2,0,1124
0.5528916208807323,0.0759592445598636,0.3711491345594039,32,2,0,1590
0.7611576643723692,0.1936480950849096,0.0451942405427209,33,2,1,60
0.8228422114133525,0.0917557390099574,0.08540204957669,34,2,0,901
0.6125623038352278,0.2338756073523952,0.1535620888123769,35,2,0,395
0.7032500386892044,0.0492333382254065,0.247516623085389,36,2,0,941
0.9278972747957288,0.0494389130662493,0.0226638121380218,37,2,1,354
0.5748158971468253,0.2715213040802672,0.1536627987729073,38,2,0,1650
0.7240492809046816,0.154241171151534,0.1217095479437843,39,2,1,1450
0.52114485799596,0.2617548033628828,0.2171003386411571,40,2,1,1501
0.9161861463401196,0.0814862045077981,0.0023276491520821,41,2,1,1425
0.5947838060572486,0.2505987141320291,0.1546174798107223,42,2,0,1651
0.5379289119385132,0.0360416788052587,0.4260294092562279,43,2,1,1575
0.5102194774124847,0.0975734826176472,0.392207039969868,44,2,1,1434
0.5385913303589693,0.1711240137639945,0.2902846558770363,45,2,0,1589
0.5401198710025265,0.0218493415204358,0.4380307874770376,46,2,1,572
0.5266213589792977,0.3578785609598661,0.1155000800608359,47,2,1,1082
0.6228852019023194,0.1925699127977047,0.1845448852999759,48,2,0,420
0.5472141600252394,0.380496032216017,0.0722898077587436,49,2,0,283
0.5662990963136955,0.297132972893418,0.1365679307928863,50,2,1,947
0.6355327146012704,0.0620180133960913,0.3024492720026382,51,2,0,1061
0.6000787397892825,0.1811934673036156,0.2187277929071018,52,2,1,1200
0.6037334842036672,0.0350399850945323,0.3612265307018004,53,2,0,1453
0.706199828498435,0.0424408339379033,0.2513593375636619,54,2,1,1244
0.574645463933359,0.3297756580975388,0.0955788779691022,55,2,0,925
0.6264977354816871,0.1283989491625513,0.2451033153557615,56,2,1,574
0.5552892692515445,0.314661196017085,0.1300495347313704,57,2,0,887
0.8151521623909427,0.0188160627887059,0.1660317748203513,58,2,1,1042
0.5872436584364048,0.3033922873205825,0.1093640542430127,59,2,1,330
0.5083714395872537,0.3255530225169505,0.1660755378957957,60,2,0,564
0.7986849333613841,0.0637772767775829,0.1375377898610329,61,2,0,322
0.6188660208610584,0.3771510177674969,0.0039829613714449,62,2,1,576
0.5019156592426319,0.2355119922763667,0.2625723484810013,63,2,1,1338
0.5812982997835099,0.303926802847915,0.114774897368575,64,2,0,1468
0.5345350233606774,0.010283040271869,0.4551819363674536,65,2,1,1329
0.6183861017141311,0.2089393307361796,0.1726745675496891,66,2,1,1123
0.6866298968044328,0.0621403328384766,0.2512297703570907,67,2,0,1335
0.9583319226534718,0.0023879020180038,0.0392801753285244,68,2,0,1114
0.5605178982213531,0.0132981577196499,0.4261839440589969,69,2,1,98
0.57325974975012,0.0494586942514417,0.3772815559984382,70,2,1,267
0.5659917057754881,0.1005561934960529,0.3334521007284589,71,2,0,1655
0.5197123958748073,0.4648341136352936,0.0154534904898989,72,2,0,1444
0.6905827535458197,0.2480098391148591,0.0614074073393212,73,2,0,958
0.5555851731221393,0.3826486050571109,0.0617662218207499,74,2,1,330
0.7026708738773867,0.2629385044703675,0.0343906216522457,75,2,0,1590
0.5715061466977827,0.1568164928322268,0.2716773604699905,76,2,0,1356
0.5154329122249979,0.4595363511570122,0.0250307366179899,77,2,1,924
0.6557899950150627,0.1501590488410832,0.194050956143854,78,2,1,605
0.5069352116644407,0.4750493281415988,0.0180154601939605,79,2,1,68
0.5785746687102367,0.415342356673861,0.0060829746159023,80,2,0,1292
0.5084492743092744,0.2739305369646578,0.2176201887260677,81,2,1,1080
0.5077169955011228,0.0807955710541995,0.4114874334446776,82,2,0,1523
0.5870333391782303,0.2177817856707493,0.1951848751510203,83,2,1,141
0.5373958968299679,0.2666552792724908,0.1959488238975412,84,2,0,463
0.551776115047603,0.0799278229674183,0.3682960619849786,85,2,0,1288
0.5393538685395154,0.4046258346392394,0.0560202968212451,86,2,1,75
0.5549659543836214,0.3991539771622356,0.045880068454143,87,2,0,972
0.5255906232747288,0.0349063350419867,0.4395030416832844,88,2,1,1619
0.5859004790579697,0.020676618621752,0.3934229023202782,89,2,0,499
0.905550615213734,0.0086554799088133,0.0857939048774524,90,2,1,1231
0.5373878459007697,0.1490566242226831,0.3135555298765471,91,2,1,10
0.5909823800220433,0.2971816432527124,0.1118359767252441,92,2,0,1421
0.5648650344093,0.312040874071548,0.1230940915191519,93,2,1,899
0.6872231385642051,0.042426947584053,0.2703499138517417,94,2,0,1399
0.5660138205364591,0.2332252559391161,0.2007609235244247,95,2,0,1370
0.528686121257772,0.2582841207532448,0.2130297579889831,96,2,1,144
0.7830336303472394,0.0647579718549846,0.152208397797776,97,2,1,1496
0.6681313621999311,0.2944360442480586,0.0374325935520102,98,2,0,432
0.6033800070002,0.2258552423085073,0.1707647506912926,99,2,0,1254
0.5107459740196585,0.357265332950477,0.1319886930298645,100,2,0,402
0.5657094966816785,0.0980990928865317,0.3361914104317897,101,2,1,354
0.5427393696988336,0.3094376193799236,0.1478230109212428,102,2,1,224
0.6233037062544017,0.0392758546351013,0.3374204391104969,103,2,0,1143
0.58268203951543,0.4014089438843398,0.01590901660023,104,2,0,1163
0.6305911480540013,0.1535688720023115,0.2158399799436872,105,2,0,223
0.6391318823113482,0.0845329150462193,0.2763352026424325,106,2,1,1214
0.5304769387317565,0.21615391143774,0.2533691498305035,107,2,0,1041
0.5707186074042536,0.1129352951385093,0.3163460974572371,108,2,0,1130
0.5638639608644429,0.2433714651598995,0.1927645739756576,109,2,0,1034
0.5979030400510729,0.1012416945621185,0.3008552653868084,110,2,0,1375
0.5534573001841226,0.2320780053617115,0.2144646944541658,111,2,0,421
0.7380751964815734,0.0796353161140363,0.1822894874043902,112,2,1,979
0.5571220513932472,0.2244083506453904,0.2184695979613624,113,2,0,357
0.5598432675561753,0.1919933377872365,0.2481633946565881,114,2,1,1172
0.7158988505483326,0.2323216445433388,0.0517795049083285,115,2,0,1226
0.5751043452420816,0.1775419337065617,0.2473537210513566,116,2,1,1339
0.6132251062668992,0.0759402184392622,0.3108346752938384,117,2,0,943
0.5880770912805102,0.3575788565508185,0.0543440521686712,118,2,0,1325
0.5364695130721302,0.1570341399587094,0.3064963469691603,119,2,0,1291
0.7225388332205267,0.180282381227344,0.0971787855521293,120,2,1,488
0.7188621102979226,0.0897656631380183,0.191372226564059,121,2,1,1036
0.7361069748571046,0.2093419050958985,0.0545511200469967,122,2,1,1134
0.6565862454752198,0.2418210855537614,0.1015926689710187,123,2,1,1541
0.5102155147896428,0.0326404375564915,0.4571440476538657,124,2,0,177
0.5814576106344209,0.3772745158581632,0.0412678735074158,125,2,1,862
0.5702083861776355,0.3037782966253453,0.1260133171970192,126,2,1,65
0.5946719081760055,0.1813163385322447,0.2240117532917498,127,2,1,1579
0.5380611812054487,0.3332777205617954,0.1286610982327558,128,2,1,1533
0.9279100338074968,0.0121592279448281,0.059930738247675,129,2,0,439
0.5212986897344307,0.2649371368378615,0.2137641734277077,130,2,0,1561
0.5121138608497888,0.4232494083808227,0.0646367307693884,131,2,0,1221
0.5632559216576882,0.0557372226701675,0.3810068556721442,132,2,1,332
0.6209399293012124,0.3123578793282062,0.0667021913705811,133,2,1,1528
0.5762062837847803,0.0537823812627437,0.3700113349524759,134,2,1,54
0.5645424738378706,0.0232243372831583,0.4122331888789711,135,2,1,929
0.760856684501643,0.1169629200622231,0.1221803954361338,136,2,1,1217
0.5477928703414697,0.2765163924862445,0.1756907371722856,137,2,1,1106
0.5373865328946987,0.436190109054525,0.0264233580507763,138,2,1,1567
0.5350244404913943,0.1142887296566664,0.3506868298519394,139,2,1,541
0.6726737348411882,0.1382526590904489,0.1890736060683628,140,2,1,135
0.6899137000254038,0.1942272592448762,0.1158590407297199,141,2,0,1545
0.7542345973908194,0.0895863121108561,0.1561790904983242,142,2,0,469
0.7197188847646694,0.2397650843219876,0.040516030913343,143,2,0,561
0.5104053387485419,0.3989999578078766,0.0905947034435815,144,2,0,1162
0.6125663048546374,0.3305770213628931,0.0568566737824695,145,2,1,86
0.5827421789815949,0.2461831314361582,0.1710746895822469,146,2,0,1610
0.5052807096144124,0.2856627080938729,0.2090565822917147,147,2,0,1249
0.5734242067518737,0.0408305568775082,0.385745236370618,148,2,0,842
0.5494777340156969,0.2783710790095915,0.1721511869747115,149,2,1,54
0.5326574914291685,0.4400483404475086,0.027294168123323,150,2,1,268
0.8845256390222542,0.0443993801362534,0.0710749808414923,151,2,1,574
0.861133896338784,0.0870629185379969,0.051803185123219,152,2,0,1019
0.530049320155245,0.0549182552988346,0.4150324245459203,153,2,1,222
0.7994947664226049,0.1625977679441656,0.0379074656332294,154,2,0,928
0.5125215527288404,0.0671431928389998,0.4203352544321598,155,2,1,1482
0.6026923239605583,0.3314447158747445,0.0658629601646973,156,2,0,902
0.5337300630722548,0.2109965543171672,0.2552733826105779,157,2,1,1197
0.6205605197004197,0.342961429117471,0.0364780511821092,158,2,0,534
0.8157352356289024,0.0459731585852152,0.1382916057858824,159,2,0,1389
0.5766865159053045,0.2766571124126834,0.1466563716820119,160,2,1,1224
0.7475923155371299,0.0635002550254213,0.1889074294374487,161,2,0,1065
0.6285054730864177,0.2621018047009285,0.1093927222126538,162,2,1,693
0.5880835248101685,0.0734352436314083,0.3384812315584232,163,2,1,186
0.559073400601362,0.3395029899474354,0.1014236094512025,164,2,1,1535
0.9242634440528494,0.0564859389007239,0.0192506170464265,165,2,0,1565
0.6825408575097013,0.0082597450972044,0.3091993973930942,166,2,0,124
0.5415944488426558,0.1202402967421554,0.3381652544151888,167,2,1,201
0.5737409705388553,0.2732337824943652,0.1530252469667794,168,2,1,1155
0.5110806810588042,0.1947622166331605,0.2941571023080352,169,2,0,1110
0.6457841998264244,0.2375318846526031,0.1166839155209723,170,2,0,1124
0.5751281897803675,0.324596978780911,0.1002748314387215,171,2,1,1339
0.7594146891607284,0.0619514655844262,0.1786338452548454,172,2,0,308
0.6606436225433068,0.0783395396430963,0.2610168378135968,173,2,1,215
0.6729101342275419,0.1862973026807779,0.1407925630916802,174,2,0,1144
0.893352381568287,0.0760130663177826,0.0306345521139303,175,2,1,769
0.7165011379655393,0.0463827167248836,0.237116145309577,176,2,1,967
0.5513882874097784,0.3531434752413591,0.0954682373488624,177,2,1,1508
0.5479274001170249,0.3762751704777862,0.0757974294051888,178,2,0,536
0.6012927667496966,0.1533136800647959,0.2453935531855074,179,2,0,240
0.5915881604774472,0.0935108339840961,0.3149010055384566,180,2,1,1036
0.5709158806259536,0.3629196331502174,0.0661644862238291,181,2,1,11
0.5301755342146882,0.1447498490952758,0.3250746166900359,182,2,1,908
0.6137135366719819,0.3549501970035987,0.0313362663244193,183,2,1,151
0.5285395025690584,0.0982503335600229,0.3732101638709186,184,2,1,1013
0.5489791007883607,0.2375822638282253,0.2134386353834139,185,2,0,520
0.575858884329874,0.0846447139145139,0.3394964017556121,186,2,1,1141
0.719951081682738,0.2069458177062325,0.0731031006110295,187,2,1,1661
0.5333465397407255,0.1820212292318607,0.2846322310274136,188,2,1,238
0.8329750580988918,0.0535341638897854,0.1134907780113226,189,2,1,12
0.8359216239140774,0.1387686584758107,0.0253097176101117,190,2,1,23
0.6627312234689821,0.1556902620330301,0.1815785144979877,191,2,1,1156
0.6525398296738727,0.2091664217095551,0.1382937486165721,192,2,0,390
0.6011284208441675,0.3604184485214035,0.0384531306344291,193,2,1,1176
0.726745427440025,0.1297356585116808,0.1435189140482941,194,2,1,12
0.5444107636284854,0.3056608984244759,0.1499283379470386,195,2,1,68
0.5569542929618239,0.2805376004523446,0.1625081065858315,196,2,0,1195
0.5179389886666921,0.2979798915123501,0.1840811198209578,197,2,0,1397
0.5104130800079133,0.0230657757372582,0.4665211442548284,198,2,0,206
0.5497389186474514,0.2141023596150179,0.2361587217375307,199,2,0,1144
0.822475474903586,0.0006841249050279,0.1768404001913859,200,2,1,1251
0.584769657347463,0.3432250172674705,0.0720053253850665,201,2,1,68
0.6701789729334491,0.1630751527836066,0.1667458742829444,202,2,1,157
0.5361077226629716,0.1238434836148181,0.3400487937222104,203,2,0,434
0.6468770772718994,0.0652228625204302,0.2879000602076705,204,2,0,1409
0.5068640788704828,0.3922467567447197,0.1008891643847975,205,2,1,1234
0.6507080769815721,0.0891872758465861,0.2601046471718418,206,2,1,1456
0.6481219646071262,0.3130027848187092,0.0388752505741645,207,2,1,1011
0.5856245392169651,0.1104632640780698,0.3039121967049651,208,2,0,1259
0.82812222135472,0.0042679767994813,0.1676098018457986,209,2,1,193
0.5698458122564612,0.3612516845604639,0.0689025031830748,210,2,1,18
0.7741930504587564,0.2210848627305916,0.0047220868106518,211,2,1,1106
0.6720630651186177,0.0013224928604386,0.3266144420209436,212,2,1,1042
0.7141017082784484,0.0809997466897683,0.2048985450317832,213,2,1,1509
0.5252816617512139,0.1432220133905818,0.3314963248582042,214,2,0,1291
0.5207132310268344,0.0427907214626178,0.4364960475105476,215,2,1,1661
0.6169484509553902,0.0605995387866904,0.3224520102579195,216,2,0,63
0.6771273727728532,0.2392855752796742,0.0835870519474725,217,2,0,886
0.7021809401588317,0.2798743480203388,0.0179447118208294,218,2,0,378
0.5166736849490408,0.232367793176847,0.2509585218741123,219,2,0,1309
0.5165073990418626,0.2287271111266016,0.2547654898315358,220,2,1,1012
0.5066942012426255,0.3732235412402068,0.1200822575171676,221,2,0,240
0.5402759856521526,0.0347760358331864,0.4249479785146609,222,2,0,471
0.7873584770711466,0.0062351458135736,0.2064063771152798,223,2,1,83
0.6413310212311556,0.2439001912387613,0.1147687875300831,224,2,0,550
0.5232491125866819,0.3990533982831502,0.0776974891301679,225,2,1,1139
0.5443620878548232,0.1203906134472564,0.3352472986979203,226,2,1,1020
0.6016685970137994,0.1207339796411682,0.2775974233450323,227,2,1,1134
0.6423032201144641,0.1358808453194806,0.2218159345660553,228,2,0,1236
0.6188388153795154,0.0358826556360966,0.345278528984388,229,2,1,379
0.5506092003209764,0.0762345820651082,0.3731562176139155,230,2,1,1552
0.5607040278738451,0.0663662361300735,0.3729297359960812,231,2,0,1348
0.6534437252459127,0.2316120681576267,0.1149442065964605,232,2,0,1220
0.5511229523882387,0.1441125238241077,0.3047645237876536,233,2,0,1161
0.5255670985773621,0.4088852321337732,0.0655476692888645,234,2,0,970
0.5772443439606769,0.2794188220857162,0.1433368339536069,235,2,1,875
0.6106874865483084,0.1828119357918837,0.2065005776598078,236,2,0,999
0.6659629386196557,0.2296293935931141,0.1044076677872301,237,2,1,1434
0.5052409026975659,0.4664174746081322,0.0283416226943019,238,2,0,518
0.5573817847144109,0.3391545256406949,0.1034636896448941,239,2,1,30
0.6157871437946454,0.100735500697179,0.2834773555081756,240,2,0,1617
0.5842703211254469,0.3058636385700084,0.1098660403045447,241,2,0,1256
0.7178686887741169,0.1657543659735432,0.1163769452523398,242,2,0,1388
0.5005327194326359,0.1874111083377496,0.3120561722296143,243,2,0,1235
0.5151915248293241,0.0572581969341729,0.427550278236503,244,2,0,416
0.5942887294319498,0.2082693157011445,0.1974419548669058,245,2,0,1226
0.690837779037327,0.2703395103988927,0.0388227105637804,246,2,0,514
0.5686528831947497,0.4108179465941183,0.0205291702111319,247,2,0,1174
0.7746922285205737,0.1671256862083083,0.058182085271118,248,2,0,526
0.6258260905741013,0.0037503516872261,0.3704235577386724,249,2,0,1631
0.8748869406806208,0.000849554049707,0.1242635052696721,250,2,0,22
0.690360419498487,0.0709138589519344,0.2387257215495785,251,2,1,1441
0.8109945650323889,0.176161798159724,0.012843636807887,252,2,0,1608
0.5065464236972277,0.0143683041247399,0.4790852721780322,253,2,0,1470
0.5697009170564686,0.1116145134334553,0.3186845695100759,254,2,0,1235
0.568383371466975,0.1777725346483237,0.2538440938847012,255,2,1,60
0.5705083125291862,0.1796100300569419,0.2498816574138718,256,2,0,1145
0.6216186996238916,0.0381543194882237,0.3402269808878846,257,2,0,441
0.5416996386321705,0.3067758288912846,0.1515245324765449,258,2,1,1499
0.5680174100468538,0.0323891686052712,0.3995934213478749,259,2,1,141
0.7737677450063406,0.0343287137036161,0.1919035412900432,260,2,0,847
0.5799544624918879,0.1803909823321103,0.2396545551760018,261,2,0,902
0.6705318732548747,0.2100931715525804,0.1193749551925448,262,2,0,525
0.5246027314313083,0.391192883018036,0.0842043855506556,263,2,0,1506
0.5698476017412116,0.4265445558466185,0.0036078424121699,264,2,1,98
0.5693212791655468,0.0507244104117514,0.3799543104227019,265,2,0,500
0.6720194403362766,0.2203933633666887,0.1075871962970348,266,2,1,1498
0.7131559403738497,0.2258813350745642,0.0609627245515861,267,2,1,100
0.5239362403802202,0.4090687490329984,0.0669950105867813,268,2,1,840
0.5197388926243736,0.0061134677711906,0.4741476396044358,269,2,0,1225
0.5656338015785911,0.4311624753200965,0.0032037231013123,270,2,1,1027
0.6124273969365984,0.0427115374316504,0.344861065631751,271,2,1,132
0.6323690709344418,0.091578526032152,0.2760524030334063,272,2,1,1510
0.8339398173193067,0.01831681882827,0.1477433638524233,273,2,1,1128
0.7669030012388495,0.0136022878532745,0.219494710907876,274,2,1,144
0.510969316398022,0.3125712029090099,0.1764594806929678,275,2,0,1473
0.546294629322895,0.3493176443820844,0.1043877262950207,276,2,0,346
0.5139208457450049,0.4289588403975999,0.0571203138573951,277,2,0,1117
0.6465402321509621,0.0960068899887387,0.2574528778602991,278,2,1,849
